#,Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng
3359,Amazon,Seattle,USA,North America,400.0,2024-02-06,22.908013569639113,3656.8828590337525,3319.764756944445,Retail,Post-IPO,108,2024,47.60621,-122.33207
3360,Glowforge,Seattle,USA,North America,278.3878594249201,2024-02-06,22.908013569639113,3656.8828590337525,3319.764756944445,Manufact…,Series E,133,2024,47.60621,-122.33207
3361,Snap,Los Angeles,USA,North America,500.0,2024-02-05,10.0,5000.0,4500.0,Consumer,Post-IPO,4900,2024,34.05223,-118.24368
3362,Drizly,Boston,USA,North America,168.0,2024-02-05,100.0,168.0,0.0,Retail,Acquired,119,2024,42.35843,-71.05977
3363,BillGO,Fort Collins,USA,North America,80.0,2024-02-05,22.908013569639113,3656.8828590337525,3319.764756944445,Finance,Series B,119,2024,40.5871782,-105.0770113
3364,Impact.com,Los Angeles,USA,North America,40.0,2024-02-05,3.0,1333.0,1293.0,Sales,Private …,361,2024,34.05223,-118.24368
3365,Astrate Medical,Philadelphia,USA,North America,278.3878594249201,2024-02-05,100.0,3656.8828590337525,0.0,Healthcare,Series A,13,2024,39.95238,-75.16362
3366,Meetup,New York City,USA,North America,278.3878594249201,2024-02-05,22.908013569639113,3656.8828590337525,3319.764756944445,Consumer,Acquired,18,2024,40.71427,-74.00597
3367,Muvin,Bengaluru,India,Asia,278.3878594249201,2024-02-05,100.0,3656.8828590337525,0.0,Finance,Seed,4,2024,12.97194,77.59369
3368,Nomad Health,New York City,USA,North America,278.3878594249201,2024-02-05,22.908013569639113,3656.8828590337525,3319.764756944445,Healthcare,Unknown,218,2024,40.71427,-74.00597
3369,Zwift,Los Angeles,USA,North America,278.3878594249201,2024-02-05,22.908013569639113,3656.8828590337525,3319.764756944445,Fitness,Series C,619,2024,34.05223,-118.24368
3370,Cue Health,San Diego,USA,North America,245.0,2024-02-02,30.0,817.0,572.0,Healthcare,Post-IPO,899,2024,32.71571,-117.16472
3371,Top Hat,Toronto,Canada,North America,35.0,2024-02-02,7.0,500.0,465.0,Education,Series E,234,2024,43.70643,-79.39864
3372,Cake Bikes,Stockholm,Sweden,Europe,278.3878594249201,2024-02-02,100.0,3656.8828590337525,0.0,Transport…,Unknown,74,2024,59.32938,18.06871
3373,Small Robot Computer,Salisbury,United Kingdom,Europe,278.3878594249201,2024-02-02,100.0,3656.8828590337525,0.0,Food,Unknown,10,2024,51.0690613,-1.7954134
3374,Twig,London,United Kingdom,Europe,278.3878594249201,2024-02-02,100.0,3656.8828590337525,0.0,Finance,Unknown,41,2024,51.50853,-0.12574
3375,Okta,San Francisco Bay Area,USA,North America,400.0,2024-02-01,7.0,5714.0,5314.0,Security,Post-IPO,1200,2024,37.77493,-122.41942
3376,Zoom,San Francisco Bay Area,USA,North America,150.0,2024-02-01,2.0,7500.0,7350.0,Other,Post-IPO,276,2024,37.3361663,-121.890591
3377,Illumina,San Diego,USA,North America,111.0,2024-02-01,22.908013569639113,3656.8828590337525,3319.764756944445,Healthcare,Post-IPO,28,2024,32.71571,-117.16472
3378,Polygon,Cayman Islands,Cayman Islands,North America,60.0,2024-02-01,19.0,316.0,256.0,Crypto,Unknown,451,2024,19.7031822,-79.9174627
3379,Indigo,Boston,USA,North America,278.3878594249201,2024-02-01,22.908013569639113,3656.8828590337525,3319.764756944445,Other,Series F,1200,2024,42.35843,-71.05977
3380,Proofpoint,San Francisco Bay Area,USA,North America,280.0,2024-01-31,6.0,4667.0,4387.0,Security,Acquired,885,2024,37.77493,-122.41942
3381,Trove Recommer…,San Francisco Bay Area,USA,North America,130.0,2024-01-31,22.908013569639113,3656.8828590337525,3319.764756944445,Retail,Series E,152,2024,37.77493,-122.41942
3382,CircleCI,San Francisco Bay Area,USA,North America,100.0,2024-01-31,22.908013569639113,3656.8828590337525,3319.764756944445,Product,Series F,315,2024,37.77493,-122.41942
3383,Thinx,New York City,USA,North America,95.0,2024-01-31,22.908013569639113,3656.8828590337525,3319.764756944445,Retail,Acquired,26,2024,40.71427,-74.00597
3384,Innoviz,Tel Aviv,Israel,Europe,60.0,2024-01-31,13.0,462.0,402.0,Transport…,Post-IPO,547,2024,32.08088,34.78057
3385,The Messenger,Miami,USA,North America,278.3878594249201,2024-01-31,100.0,3656.8828590337525,0.0,Media,Unknown,0,2024,25.77427,-80.19366
3386,Zuora,San Francisco Bay Area,USA,North America,278.3878594249201,2024-01-31,8.0,3656.8828590337525,3319.764756944445,Finance,Post-IPO,647,2024,37.3361663,-121.890591
3387,PayPal,San Francisco Bay Area,USA,North America,2500.0,2024-01-30,9.0,27778.0,25278.0,Finance,Post-IPO,216,2024,37.3361663,-121.890591
3388,Block,San Francisco Bay Area,USA,North America,1000.0,2024-01-30,10.0,10000.0,9000.0,Finance,Post-IPO,150,2024,37.77493,-122.41942
3389,Kiwi.com,Brno,Czech Republic,Europe,216.0,2024-01-30,18.0,1200.0,984.0,Travel,Unknown,107,2024,40.741895,-73.989308
3390,Aurora Solar,San Francisco Bay Area,USA,North America,111.0,2024-01-30,20.0,555.0,444.0,Energy,Series D,523,2024,37.77493,-122.41942
3391,Wattpad,Toronto,Canada,North America,20.0,2024-01-30,10.0,200.0,180.0,Media,Acquired,117,2024,43.70643,-79.39864
3392,TechCrunch,San Francisco Bay Area,USA,North America,7.0,2024-01-30,22.908013569639113,3656.8828590337525,3319.764756944445,Media,Acquired,0,2024,37.77493,-122.41942
3393,Noom,New York City,USA,North America,278.3878594249201,2024-01-30,22.908013569639113,3656.8828590337525,3319.764756944445,Fitness,Series F,657,2024,40.71427,-74.00597
3394,Procore,Santa Barbara,USA,North America,278.3878594249201,2024-01-30,4.0,3656.8828590337525,3319.764756944445,Construct…,Post-IPO,654,2024,34.42083,-119.69819
3395,Vipps,Vilnius,Lithuania,Europe,278.3878594249201,2024-01-30,22.908013569639113,3656.8828590337525,3319.764756944445,Finance,Unknown,0,2024,54.6870458,25.2829111
3396,iRobot,Boston,USA,North America,350.0,2024-01-29,31.0,1129.0,779.0,Consumer,Post-IPO,30,2024,42.35843,-71.05977
3397,DispatchHealth,Denver,USA,North America,88.0,2024-01-29,22.908013569639113,3656.8828590337525,3319.764756944445,Healthcare,Series E,733,2024,39.73915,-104.9847
3398,Loopio,Toronto,Canada,North America,278.3878594249201,2024-01-29,6.0,3656.8828590337525,3319.764756944445,Sales,Private …,263,2024,43.70643,-79.39864
3399,Salesforce,San Francisco Bay Area,USA,North America,700.0,2024-01-26,1.0,70000.0,69300.0,Sales,Post-IPO,65,2024,37.77493,-122.41942
3400,Flexport,San Francisco Bay Area,USA,North America,278.3878594249201,2024-01-26,20.0,3656.8828590337525,3319.764756944445,Logistics,Series E,2400,2024,37.77493,-122.41942
3401,Productboard,San Francisco Bay Area,USA,North America,278.3878594249201,2024-01-26,22.908013569639113,3656.8828590337525,3319.764756944445,Product,Series D,0,2024,37.77493,-122.41942
3402,Microsoft,Seattle,USA,North America,1900.0,2024-01-25,22.908013569639113,3656.8828590337525,3319.764756944445,Other,Post-IPO,1,2024,47.60621,-122.33207
3403,Swiggy,Bengaluru,India,Asia,400.0,2024-01-25,7.0,5714.0,5314.0,Food,Unknown,3600,2024,12.97194,77.59369
3404,Veho,Boulder,USA,North America,65.0,2024-01-25,19.0,342.0,277.0,Logistics,Series B,299,2024,40.01499,-105.27055
3405,Amperity,Seattle,USA,North America,20.0,2024-01-25,22.908013569639113,3656.8828590337525,3319.764756944445,Marketing,Series D,187,2024,47.60621,-122.33207
3406,MVPindex,Austin,USA,North America,12.0,2024-01-25,30.0,40.0,28.0,Marketing,Series B,27,2024,30.26715,-97.74306
3407,Business Insider,New York City,USA,North America,278.3878594249201,2024-01-25,8.0,3656.8828590337525,3319.764756944445,Media,Acquired,56,2024,40.71427,-74.00597
3408,Cova,Lagos,Nigeria,Africa,278.3878594249201,2024-01-25,100.0,3656.8828590337525,0.0,Finance,Unknown,0,2024,6.45407,3.39467
3409,Jamf,Minneapolis,USA,North America,278.3878594249201,2024-01-25,6.0,3656.8828590337525,3319.764756944445,Other,Post-IPO,332,2024,44.97997,-93.26384
3410,Personio,Munich,Germany,Europe,100.0,2024-01-24,22.908013569639113,3656.8828590337525,3319.764756944445,HR,Series E,724,2024,48.13743,11.57549
3411,Storytel,Stockholm,Sweden,Europe,80.0,2024-01-24,13.0,615.0,535.0,Media,Post-IPO,275,2024,59.32938,18.06871
3412,Aurora,Pittsburgh,USA,North America,278.3878594249201,2024-01-24,3.0,3656.8828590337525,3319.764756944445,Transport…,Post-IPO,3700,2024,40.44062,-79.99589
3413,Desktop Metal,Boston,USA,North America,278.3878594249201,2024-01-24,20.0,3656.8828590337525,3319.764756944445,Other,Post-IPO,811,2024,42.35843,-71.05977
3414,HubSpot,Boston,USA,North America,278.3878594249201,2024-01-24,22.908013569639113,3656.8828590337525,3319.764756944445,Marketing,Post-IPO,100,2024,42.35843,-71.05977
3415,SAP,Walldorf,Germany,Europe,8000.0,2024-01-23,7.0,114286.0,106286.0,Other,Post-IPO,1300,2024,49.99472,8.58361
3416,eBay,San Francisco Bay Area,USA,North America,1000.0,2024-01-23,9.0,11111.0,10111.0,Retail,Post-IPO,1200,2024,37.77493,-122.41942
3417,Vroom,New York City,USA,North America,800.0,2024-01-23,90.0,889.0,89.0,Transport…,Post-IPO,1300,2024,40.71427,-74.00597
3418,Brex,San Francisco Bay Area,USA,North America,282.0,2024-01-23,20.0,1410.0,1128.0,Finance,Series D,1500,2024,37.77493,-122.41942
3419,Cure.fit,Bengaluru,India,Asia,120.0,2024-01-23,22.908013569639113,3656.8828590337525,3319.764756944445,Fitness,Series F,625,2024,12.97194,77.59369
3420,GoStudent,Vienna,Austria,Europe,100.0,2024-01-23,22.908013569639113,3656.8828590337525,3319.764756944445,Education,Series D,686,2024,48.20849,16.37208
3421,GoTo,Boston,USA,North America,29.0,2024-01-23,22.908013569639113,3656.8828590337525,3319.764756944445,Other,Acquired,2,2024,42.35843,-71.05977
3422,Seedr,London,United Kingdom,Europe,15.0,2024-01-23,22.908013569639113,3656.8828590337525,3319.764756944445,Finance,Acquired,28,2024,51.50853,-0.12574
3423,Riot Games,Los Angeles,USA,North America,530.0,2024-01-22,11.0,4818.0,4288.0,Consumer,Acquired,21,2024,34.05223,-118.24368
3424,Xendit,Jakarta,Indonesia,Asia,200.0,2024-01-22,22.908013569639113,3656.8828590337525,3319.764756944445,Finance,Series D,534,2024,-6.21462,106.84513
3425,TikTok,Los Angeles,USA,North America,60.0,2024-01-22,22.908013569639113,3656.8828590337525,3319.764756944445,Consumer,Acquired,0,2024,34.05223,-118.24368
3426,2U,Washington DC,USA,North America,278.3878594249201,2024-01-22,22.908013569639113,3656.8828590337525,3319.764756944445,Education,Post-IPO,426,2024,38.89511,-77.03637
3427,Google,San Francisco Bay Area,USA,North America,278.3878594249201,2024-01-22,22.908013569639113,3656.8828590337525,3319.764756944445,Consumer,Post-IPO,26,2024,37.3893889,-122.0832101
3428,Xendit,Jakarta,Indonesia,Asia,278.3878594249201,2024-01-22,22.908013569639113,3656.8828590337525,3319.764756944445,Finance,Series D,534,2024,-6.21462,106.84513
3429,SolarEdge,Tel Aviv,Israel,Asia,900.0,2024-01-21,16.0,5625.0,4725.0,Energy,Post-IPO,155,2024,32.08088,34.78057
3430,Wayfair,Boston,USA,North America,1650.0,2024-01-19,13.0,12692.0,11042.0,Retail,Post-IPO,1700,2024,42.35843,-71.05977
3431,Amazon,Seattle,USA,North America,30.0,2024-01-18,22.908013569639113,3656.8828590337525,3319.764756944445,Retail,Post-IPO,108,2024,47.60621,-122.33207
3432,Fashinza,New York City,USA,North America,278.3878594249201,2024-01-18,22.908013569639113,3656.8828590337525,3319.764756944445,Retail,Unknown,153,2024,40.71427,-74.00597
3433,Stitch Fix,Dallas,USA,North America,278.3878594249201,2024-01-18,22.908013569639113,3656.8828590337525,3319.764756944445,Retail,Post-IPO,79,2024,32.78306,-96.80667
3434,YouTube,San Francisco Bay Area,USA,North America,100.0,2024-01-17,22.908013569639113,3656.8828590337525,3319.764756944445,Media,Acquired,11,2024,37.3893889,-122.0832101
3435,Sirplus,Berlin,Germany,Europe,60.0,2024-01-17,22.908013569639113,3656.8828590337525,3319.764756944445,Food,Seed,0,2024,52.52437,13.41053
3436,SonderMind,Denver,USA,North America,49.0,2024-01-16,17.0,288.0,239.0,Healthcare,Series C,183,2024,39.73915,-104.9847
3437,First Mode,Seattle,USA,North America,48.0,2024-01-16,20.0,240.0,192.0,Transport…,Acquired,9,2024,47.60621,-122.33207
3438,ALI Technologies,Tokyo,Japan,Asia,278.3878594249201,2024-01-16,100.0,3656.8828590337525,0.0,Transport…,Unknown,0,2024,35.6895,139.69171
3439,Google,San Francisco Bay Area,USA,North America,278.3878594249201,2024-01-16,22.908013569639113,3656.8828590337525,3319.764756944445,Consumer,Post-IPO,26,2024,37.3893889,-122.0832101
3440,Thursday,London,United Kingdom,Europe,278.3878594249201,2024-01-16,70.0,3656.8828590337525,3319.764756944445,Consumer,Seed,3,2024,51.50853,-0.12574
3441,Veeam,Columbus,USA,North America,300.0,2024-01-12,22.908013569639113,3656.8828590337525,3319.764756944445,Data,Acquired,500,2024,39.96118,-82.99879
3442,GrabCAD,Tallinn,Estonia,Europe,13.0,2024-01-12,22.908013569639113,3656.8828590337525,3319.764756944445,Other,Acquired,28,2024,59.43696,24.75353
3443,Artifact,San Francisco Bay Area,USA,North America,278.3878594249201,2024-01-12,100.0,3656.8828590337525,0.0,Media,Unknown,0,2024,37.77493,-122.41942
3444,Dastgyr,Karachi,Pakistan,Asia,278.3878594249201,2024-01-12,80.0,3656.8828590337525,3319.764756944445,Retail,Series A,41,2024,24.8546842,67.0207055
3445,Hologram,Chicago,USA,North America,278.3878594249201,2024-01-12,22.908013569639113,3656.8828590337525,3319.764756944445,Infrastruc…,Unknown,82,2024,41.85003,-87.65005
3446,Vendr,Boston,USA,North America,278.3878594249201,2024-01-12,22.908013569639113,3656.8828590337525,3319.764756944445,Other,Series B,216,2024,42.35843,-71.05977
3447,New Work SE,Hamburg,Germany,Europe,400.0,2024-01-11,22.908013569639113,3656.8828590337525,3319.764756944445,Consumer,Post-IPO,0,2024,53.55073,9.99302
3448,Playtika,Tel Aviv,Israel,Asia,300.0,2024-01-11,10.0,3000.0,2700.0,Consumer,Post-IPO,0,2024,32.08088,34.78057
3449,Discord,San Francisco Bay Area,USA,North America,170.0,2024-01-11,17.0,1000.0,830.0,Consumer,Series H,995,2024,37.77493,-122.41942
3450,Inmobi,Bengaluru,India,Asia,125.0,2024-01-11,5.0,2500.0,2375.0,Marketing,Unknown,320,2024,12.97194,77.59369
3451,Audible,New York City,USA,North America,100.0,2024-01-11,5.0,2000.0,1900.0,Media,Acquired,14,2024,40.71427,-74.00597
3452,7Shifts,Saskatoon,Canada,North America,68.0,2024-01-11,19.0,358.0,290.0,Food,Series C,131,2024,52.13238,-106.66892
3453,Sisense,New York City,USA,North America,60.0,2024-01-11,13.0,461.0,401.0,Data,Series F,274,2024,40.71427,-74.00597
3454,Cloudflare,San Francisco Bay Area,USA,North America,40.0,2024-01-11,22.908013569639113,3656.8828590337525,3319.764756944445,Security,Post-IPO,332,2024,37.77493,-122.41942
3455,888,Tel Aviv,Israel,Asia,278.3878594249201,2024-01-11,22.908013569639113,3656.8828590337525,3319.764756944445,Consumer,Post-IPO,0,2024,32.08088,34.78057
3456,Certinia,San Francisco Bay Area,USA,North America,278.3878594249201,2024-01-11,22.908013569639113,3656.8828590337525,3319.764756944445,Other,Unknown,194,2024,37.77493,-122.41942
3457,Chief,New York City,USA,North America,278.3878594249201,2024-01-11,22.908013569639113,3656.8828590337525,3319.764756944445,HR,Series B,140,2024,40.71427,-74.00597
3458,Dextrous Robotics,Memphis,USA,North America,278.3878594249201,2024-01-11,100.0,3656.8828590337525,0.0,Logistics,Unknown,0,2024,35.1460249,-90.0517638
3459,Citrix,Miami,USA,North America,1000.0,2024-01-10,12.0,8333.0,7333.333333333334,Infrastruc…,Acquired,20,2024,25.77427,-80.19366
3460,Google,San Francisco Bay Area,USA,North America,1000.0,2024-01-10,22.908013569639113,3656.8828590337525,3319.764756944445,Consumer,Post-IPO,26,2024,37.3893889,-122.0832101
3461,IAC,New York City,USA,North America,330.0,2024-01-10,22.908013569639113,3656.8828590337525,3319.764756944445,Consumer,Post-IPO,0,2024,40.71427,-74.00597
3462,FreshDirect,New York City,USA,North America,100.0,2024-01-10,3.0,3333.0,3233.3333333333335,Food,Acquired,280,2024,40.71427,-74.00597
3463,Beam Benefits,Columbus,USA,North America,74.0,2024-01-10,22.908013569639113,3656.8828590337525,3319.764756944445,Healthcare,Series E,168,2024,39.96118,-82.99879
3464,Instagram,San Francisco Bay Area,USA,North America,60.0,2024-01-10,22.908013569639113,3656.8828590337525,3319.764756944445,Consumer,Acquired,57,2024,37.4519671,-122.177992
3465,Amazon,Seattle,USA,North America,278.3878594249201,2024-01-10,22.908013569639113,3656.8828590337525,3319.764756944445,Retail,Post-IPO,108,2024,47.60621,-122.33207
3466,ChargePoint,San Francisco Bay Area,USA,North America,278.3878594249201,2024-01-10,12.0,3656.8828590337525,3319.764756944445,Manufact…,Unknown,1400,2024,37.77493,-122.41942
3467,SoFi,San Francisco Bay Area,USA,North America,278.3878594249201,2024-01-10,4.0,3656.8828590337525,3319.764756944445,Finance,Post-IPO,3000,2024,37.77493,-122.41942
3468,Twitch,San Francisco Bay Area,USA,North America,500.0,2024-01-09,35.0,1428.0,928.0,Consumer,Acquired,35,2024,37.77493,-122.41942
3469,Branch,Columbus,USA,North America,85.0,2024-01-09,22.908013569639113,3656.8828590337525,3319.764756944445,Finance,Series C,229,2024,39.96118,-82.99879
3470,Nevro,San Francisco Bay Area,USA,North America,63.0,2024-01-09,5.0,1260.0,1197.0,Healthcare,Post-IPO,556,2024,37.77493,-122.41942
3471,FullStory,Atlanta,USA,North America,50.0,2024-01-09,10.0,500.0,450.0,Marketing,Unknown,197,2024,33.749,-84.38798
3472,Uber Freight,San Francisco Bay Area,USA,North America,40.0,2024-01-09,22.908013569639113,3656.8828590337525,3319.764756944445,Logistics,Subsidi…,2700,2024,37.77493,-122.36608
3473,Rent the Runway,New York City,USA,North America,37.0,2024-01-09,10.0,370.0,333.0,Retail,Post-IPO,526,2024,40.71427,-74.00597
3474,Treasure Financial,San Francisco Bay Area,USA,North America,14.0,2024-01-09,60.0,23.0,9.0,Finance,Series A,14,2024,37.77493,-122.41942
3475,Humane,San Francisco Bay Area,USA,North America,10.0,2024-01-09,4.0,250.0,240.0,Hardware,Series C,230,2024,37.77493,-122.41942
3476,EVBox,Amsterdam,Netherlands,North America,278.3878594249201,2024-01-09,22.908013569639113,3656.8828590337525,3319.764756944445,Energy,Post-IPO,0,2024,52.37403,4.88969
3477,Morning Consult,Washington DC,USA,North America,278.3878594249201,2024-01-09,22.908013569639113,3656.8828590337525,3319.764756944445,Data,Series B,91,2024,52.37403,4.88969
3478,Trend Micro,Tokyo,Japan,Asia,278.3878594249201,2024-01-09,2.0,3656.8828590337525,3319.764756944445,Security,Unknown,0,2024,35.6895,139.69171
3479,Unity,San Francisco Bay Area,USA,North America,1800.0,2024-01-08,25.0,7200.0,5400.0,Other,Post-IPO,1300,2024,37.77493,-122.41942
3480,Flipkart,Bengaluru,India,Asia,1100.0,2024-01-08,5.0,22000.0,20900.0,Retail,Acquired,12900,2024,12.97194,77.59369
3481,NuScale Power,Corvallis,USA,North America,154.0,2024-01-08,28.0,550.0,396.0,Energy,Post-IPO,470,2024,44.5645659,-123.2620435
3482,Flexe,Seattle,USA,North America,99.0,2024-01-08,38.0,260.0,161.0,Logistics,Series D,263,2024,47.60621,-122.33207
3483,Pitch,Berlin,Germany,Europe,80.0,2024-01-08,67.0,119.0,39.0,Other,Series B,138,2024,52.52437,13.41053
3484,BenchSci,Toronto,Canada,North America,70.0,2024-01-08,17.0,411.0,341.0,Healthcare,Series D,164,2024,43.70643,-79.39864
3485,Here,Miami,USA,North America,278.3878594249201,2024-01-08,100.0,3656.8828590337525,0.0,Real Estate,Seed,5,2024,25.77427,-80.19366
3486,Ledger Investing,New York City,USA,North America,278.3878594249201,2024-01-08,25.0,3656.8828590337525,3319.764756944445,Finance,Series B,91,2024,40.71427,-74.00597
3487,Lendio,Lehi,USA,North America,278.3878594249201,2024-01-08,22.908013569639113,3656.8828590337525,3319.764756944445,Finance,Series E,108,2024,26.62535,-81.6248
3488,MeridianLink,Los Angeles,USA,North America,278.3878594249201,2024-01-08,9.0,3656.8828590337525,3319.764756944445,Finance,Post-IPO,485,2024,34.05223,-118.24368
3489,LiveVox,San Francisco Bay Area,USA,North America,278.3878594249201,2024-01-07,22.908013569639113,3656.8828590337525,3319.764756944445,Support,Acquired,12,2024,37.77493,-122.41942
3490,NanoString Tech…,Seattle,USA,North America,50.0,2024-01-06,9.0,555.0,505.0,Healthcare,Post-IPO,826,2024,47.60621,-122.33207
